Customer_ID,Name,Contact,City,State,Ownership_History
CUST000085,Vikram Jain,9782050737,Hyderabad,Uttar Pradesh,1st owner
CUST000086,Aarav Nair,9541428898,Hyderabad,Andhra Pradesh,Corporate
CUST000087,Ananya Gupta,9511875065,Raipur,Uttar Pradesh,2nd owner
CUST000088,Pooja Sharma,9460016296,Varanasi,Maharashtra,Fleet
CUST000089,Rohan Gupta,9249203271,Ranchi,Haryana,2nd owner
CUST000090,Nisha Nair,9696170611,Visakhapatnam,Uttar Pradesh,Fleet
CUST000091,Rahul Nair,9380068106,Mysuru,Tamil Nadu,2nd owner
CUST000092,Ananya Jain,9461970939,Hyderabad,West Bengal,Fleet
CUST000093,Meera Gupta,9140399703,Coimbatore,Jharkhand,1st owner
CUST000094,Ishita Singh,9769349098,Gurugram,Rajasthan,Fleet
CUST000095,Ananya Iyer,9793889277,Visakhapatnam,Maharashtra,1st owner
CUST000096,Vikram Menon,9544311093,Siliguri,Bihar,2nd owner
CUST000097,Nisha Patel,9242132701,Raipur,Andhra Pradesh,2nd owner
CUST000098,Sneha Gupta,9405291392,Mumbai,Delhi,2nd owner
CUST000099,Rohan Patel,9617836307,Kolkata,Tamil Nadu,2nd owner
CUST000100,Rohan Gupta,9961176097,Visakhapatnam,Odisha,1st owner
CUST000101,Ishita Menon,9534214456,Bhubaneswar,Gujarat,2nd owner
CUST000102,Rohan Patel,9718405089,Nagpur,Assam,1st owner
CUST000103,Meera Singh,9718210956,Pune,Delhi,1st owner
CUST000104,Saanvi Gupta,9740589237,Gurugram,Uttar Pradesh,2nd owner
CUST000105,Saanvi Reddy,9315836468,Bhubaneswar,Uttar Pradesh,2nd owner
CUST000106,Vikram Singh,9797282099,Varanasi,Tamil Nadu,2nd owner
CUST000107,Aarav Singh,9613886853,Surat,Kerala,1st owner
CUST000108,Saanvi Verma,9573491235,Siliguri,Andhra Pradesh,1st owner
CUST000109,Rahul Singh,9303715224,Mumbai,Uttar Pradesh,1st owner
CUST000110,Rohan Verma,9215533146,Jodhpur,Odisha,1st owner
CUST000111,Rohan Nair,9942412729,Surat,Maharashtra,1st owner
CUST000112,Aarav Iyer,9321523694,Surat,Madhya Pradesh,1st owner
CUST000113,Aarav Jain,9883687862,Surat,Maharashtra,Fleet
CUST000114,Aditya Singh,9355836510,Patna,Tamil Nadu,1st owner
CUST000115,Ananya Gupta,9794373890,Patna,Karnataka,2nd owner
CUST000116,Rohan Das,9984102939,Kolkata,Karnataka,1st owner
CUST000117,Sneha Nair,9250824313,Bengaluru,Bihar,1st owner
CUST000118,Ishita Nair,9671894467,Siliguri,Assam,1st owner
CUST000119,Priya Jain,9571209424,Pune,Assam,Fleet
CUST000120,Ishita Reddy,9401871781,Jodhpur,Maharashtra,1st owner
CUST000121,Kabir Khan,9856370209,Kolkata,Tamil Nadu,2nd owner
CUST000122,Rahul Nair,9488264046,Bhopal,Rajasthan,2nd owner
CUST000123,Rahul Patel,9954038788,Pune,Punjab,2nd owner
CUST000124,Saanvi Singh,9145036731,Kolkata,Gujarat,1st owner
CUST000125,Saanvi Sharma,9213069911,Visakhapatnam,Maharashtra,Fleet
CUST000126,Arjun Sharma,9256850546,Pune,Andhra Pradesh,2nd owner
CUST000127,Pooja Khan,9185781861,Kolkata,Rajasthan,2nd owner
CUST000128,Arjun Sharma,9794836496,Gurugram,Rajasthan,1st owner
CUST000129,Ishita Jain,9108902328,Mysuru,Gujarat,2nd owner
CUST000130,Priya Sharma,9527570974,Surat,Chhattisgarh,1st owner
CUST000131,Saanvi Verma,9774937435,Kolkata,Chhattisgarh,1st owner
CUST000132,Saanvi Jain,9575093440,Kolkata,Uttar Pradesh,2nd owner
CUST000133,Pooja Singh,9463990432,Bhopal,Rajasthan,1st owner
CUST000134,Nisha Menon,9985589379,Lucknow,Tamil Nadu,1st owner
CUST000135,Vikram Verma,9184022609,Ahmedabad,Delhi,1st owner
CUST000136,Pooja Menon,9305204790,Ahmedabad,Chhattisgarh,1st owner
CUST000137,Meera Reddy,9598837399,Patna,Uttar Pradesh,Fleet
CUST000138,Aarav Sharma,9641314975,Kolkata,Andhra Pradesh,Fleet
CUST000139,Nisha Gupta,9619345480,Bhopal,Haryana,2nd owner
CUST000140,Pooja Iyer,9989809966,Coimbatore,Karnataka,1st owner
CUST000141,Rohan Jain,9301498973,Kolkata,West Bengal,1st owner
CUST000142,Aarav Gupta,9238688834,Mumbai,Rajasthan,1st owner
CUST000143,Rohan Reddy,9974208096,Kochi,Maharashtra,1st owner
CUST000144,Rahul Reddy,9466342046,Guwahati,Madhya Pradesh,1st owner
CUST000145,Arjun Gupta,9670836087,Siliguri,Haryana,1st owner
CUST000146,Aditya Sharma,9655106701,Patna,Tamil Nadu,1st owner
CUST000147,Rahul Iyer,9106292101,Bhubaneswar,Tamil Nadu,1st owner
CUST000148,Pooja Iyer,9277306820,Coimbatore,Andhra Pradesh,1st owner
CUST000149,Pooja Sharma,9740496028,Kochi,Odisha,1st owner
CUST000150,Rohan Nair,9874528438,Chennai,Rajasthan,1st owner
CUST000151,Rohan Reddy,9255668516,Jaipur,Karnataka,1st owner
CUST000152,Saanvi Nair,9311306682,Surat,Karnataka,2nd owner
CUST000153,Aditya Nair,9133092003,Madurai,Gujarat,1st owner
CUST000154,Karan Iyer,9359205844,Indore,Maharashtra,1st owner
CUST000155,Vikram Iyer,9402048715,Varanasi,Gujarat,2nd owner
CUST000156,Nisha Iyer,9784031085,Patna,West Bengal,1st owner
CUST000157,Aditya Das,9220187066,Mysuru,Assam,2nd owner
CUST000158,Rohan Singh,9536828630,Coimbatore,Gujarat,1st owner
CUST000159,Sneha Patel,9776983885,Ranchi,Odisha,1st owner
CUST000160,Priya Reddy,9894552255,Kolkata,Punjab,1st owner
CUST000161,Priya Das,9407103658,Raipur,Maharashtra,1st owner
CUST000162,Meera Jain,9183228021,Ludhiana,Punjab,1st owner
CUST000163,Aarav Reddy,9282436649,Mumbai,West Bengal,1st owner
CUST000164,Priya Reddy,9237227388,Siliguri,Gujarat,1st owner
CUST000165,Arjun Khan,9680820283,Bhopal,Tamil Nadu,1st owner
CUST000166,Ishita Verma,9480695485,Bhopal,West Bengal,1st owner
CUST000167,Kabir Sharma,9442940122,Ahmedabad,Delhi,1st owner
CUST000168,Ananya Nair,9423206632,Mysuru,Rajasthan,Corporate
CUST000169,Sneha Khan,9343825465,Ludhiana,Tamil Nadu,1st owner
CUST000170,Arjun Khan,9254394957,Bhubaneswar,Andhra Pradesh,1st owner
CUST000171,Saanvi Gupta,9918377798,Bhubaneswar,Uttar Pradesh,2nd owner
CUST000172,Sneha Verma,9101845712,Coimbatore,Bihar,1st owner
CUST000173,Saanvi Singh,9139746935,Pune,Karnataka,2nd owner
CUST000174,Ananya Jain,9721834239,Siliguri,Haryana,1st owner
CUST000175,Aditya Reddy,9344924423,Pune,Maharashtra,1st owner
CUST000176,Ishita Patel,9824424375,Ranchi,Karnataka,1st owner
CUST000177,Rahul Singh,9309545171,Madurai,Assam,1st owner
CUST000178,Priya Jain,9369234339,Guwahati,Rajasthan,1st owner
CUST000179,Ishita Menon,9736859148,Jaipur,Odisha,1st owner
CUST000180,Saanvi Sharma,9463975974,Mysuru,Telangana,Corporate
CUST000181,Pooja Verma,9888101477,Guwahati,Bihar,1st owner
CUST000182,Vikram Khan,9938412368,Bhubaneswar,Madhya Pradesh,2nd owner
CUST000183,Arjun Reddy,9638704645,Kochi,Gujarat,2nd owner
CUST000184,Aditya Jain,9741525010,Surat,Kerala,1st owner
CUST000185,Saanvi Khan,9448828568,Indore,Uttar Pradesh,1st owner
CUST000186,Ishita Patel,9844901506,Guwahati,Jharkhand,Corporate
CUST000187,Ananya Nair,9756496232,Bhopal,Gujarat,2nd owner
CUST000188,Rohan Jain,9440297524,Gurugram,Kerala,1st owner
CUST000189,Priya Iyer,9256618267,Hyderabad,Tamil Nadu,1st owner
CUST000190,Sneha Sharma,9635804825,Raipur,Kerala,1st owner
CUST000191,Pooja Singh,9739269934,Raipur,Gujarat,1st owner
CUST000192,Kabir Das,9978157191,Indore,Jharkhand,1st owner
CUST000193,Priya Gupta,9172219448,Surat,Telangana,1st owner
CUST000194,Vikram Sharma,9905298168,Raipur,Karnataka,1st owner
CUST000195,Nisha Khan,9962803510,Ahmedabad,Haryana,1st owner
CUST000196,Karan Verma,9343420153,Madurai,Maharashtra,1st owner
CUST000197,Rohan Singh,9247530830,Kochi,Uttar Pradesh,2nd owner
CUST000198,Sneha Reddy,9571498240,Delhi,Maharashtra,1st owner
CUST000199,Sneha Reddy,9615736231,Mysuru,Tamil Nadu,1st owner
CUST000200,Sneha Gupta,9368704790,Coimbatore,Karnataka,Fleet
CUST000201,Vikram Jain,9513111523,Nagpur,Assam,2nd owner
CUST000202,Priya Menon,9400035369,Bengaluru,Madhya Pradesh,2nd owner
CUST000203,Priya Patel,9553398479,Siliguri,Rajasthan,1st owner
CUST000204,Meera Menon,9265442481,Chennai,Gujarat,1st owner
CUST000205,Arjun Patel,9724047363,Surat,Tamil Nadu,1st owner
CUST000206,Nisha Verma,9936610823,Ludhiana,Madhya Pradesh,Fleet
CUST000207,Ishita Singh,9938171299,Delhi,Rajasthan,1st owner
CUST000208,Karan Nair,9473030921,Coimbatore,Telangana,Fleet
CUST000209,Aditya Verma,9209166195,Mumbai,Telangana,1st owner
CUST000210,Karan Iyer,9458330525,Indore,West Bengal,1st owner
CUST000211,Vikram Reddy,9150936675,Ahmedabad,Odisha,1st owner
CUST000212,Nisha Patel,9900238351,Mysuru,Tamil Nadu,1st owner
CUST000213,Aditya Singh,9954848669,Mysuru,Jharkhand,Fleet
CUST000214,Rahul Sharma,9751423595,Siliguri,Uttar Pradesh,1st owner
CUST000215,Pooja Iyer,9506525129,Surat,Maharashtra,1st owner
CUST000216,Karan Patel,9864203128,Delhi,West Bengal,1st owner
CUST000217,Kabir Gupta,9181602698,Ranchi,Kerala,1st owner
CUST000218,Rahul Gupta,9471769039,Lucknow,Karnataka,1st owner
CUST000219,Nisha Khan,9579714870,Mumbai,Telangana,1st owner
CUST000220,Priya Singh,9715980370,Delhi,Tamil Nadu,1st owner
CUST000221,Karan Reddy,9249235691,Lucknow,Madhya Pradesh,1st owner
CUST000222,Saanvi Das,9736581123,Bengaluru,Bihar,Corporate
CUST000223,Priya Reddy,9113205547,Bhopal,Uttar Pradesh,1st owner
CUST000224,Aarav Jain,9924220830,Jodhpur,Chhattisgarh,2nd owner
CUST000225,Rohan Iyer,9596104239,Mumbai,Karnataka,2nd owner
CUST000226,Aarav Nair,9695816545,Delhi,Rajasthan,Fleet
CUST000227,Pooja Iyer,9990120038,Ranchi,Odisha,1st owner
CUST000228,Priya Das,9385777504,Guwahati,Andhra Pradesh,1st owner
CUST000229,Ishita Menon,9502483438,Hyderabad,Haryana,1st owner
CUST000230,Arjun Das,9155986699,Visakhapatnam,Odisha,1st owner
CUST000231,Rohan Gupta,9156932908,Chennai,Maharashtra,1st owner
CUST000232,Aditya Menon,9627689095,Jaipur,Maharashtra,1st owner
CUST000233,Ishita Khan,9668401928,Bengaluru,Tamil Nadu,2nd owner
CUST000234,Priya Khan,9828831488,Pune,Maharashtra,1st owner
CUST000235,Ananya Nair,9274536068,Indore,Tamil Nadu,Fleet
CUST000236,Meera Das,9461269062,Delhi,Madhya Pradesh,1st owner
CUST000237,Saanvi Das,9843621841,Bengaluru,Delhi,1st owner
CUST000238,Meera Jain,9804334901,Coimbatore,Karnataka,2nd owner
CUST000239,Aarav Khan,9907670375,Coimbatore,Madhya Pradesh,1st owner
CUST000240,Ishita Singh,9760240535,Surat,Haryana,Fleet
CUST000241,Arjun Nair,9395963033,Nagpur,Maharashtra,1st owner
CUST000242,Aditya Iyer,9940163337,Pune,Gujarat,Corporate
CUST000243,Karan Gupta,9794496188,Patna,Karnataka,1st owner
CUST000244,Meera Reddy,9794721067,Hyderabad,Tamil Nadu,2nd owner
CUST000245,Kabir Singh,9358356079,Vijayawada,Telangana,1st owner
CUST000246,Saanvi Nair,9805110283,Indore,Andhra Pradesh,1st owner
CUST000247,Karan Nair,9664665333,Indore,Karnataka,1st owner
CUST000248,Ananya Das,9870706074,Jodhpur,Kerala,1st owner
CUST000249,Pooja Patel,9556085954,Varanasi,Rajasthan,1st owner
CUST000250,Kabir Das,9113920849,Lucknow,Chhattisgarh,2nd owner
CUST000251,Rohan Patel,9599424452,Madurai,Rajasthan,2nd owner
CUST000252,Rohan Patel,9266558093,Kolkata,Tamil Nadu,1st owner
CUST000253,Pooja Gupta,9709303448,Indore,Madhya Pradesh,1st owner
CUST000254,Rohan Das,9906673459,Jaipur,West Bengal,1st owner
CUST000255,Meera Nair,9302878686,Siliguri,Rajasthan,1st owner
CUST000256,Nisha Khan,9144883412,Kochi,Gujarat,1st owner
CUST000257,Rahul Nair,9122816111,Coimbatore,Rajasthan,2nd owner
CUST000258,Aarav Gupta,9883768949,Bhubaneswar,Odisha,2nd owner
CUST000259,Vikram Nair,9631407930,Delhi,Maharashtra,1st owner
CUST000260,Rahul Iyer,9650854949,Bhubaneswar,Jharkhand,2nd owner
CUST000261,Pooja Singh,9319754479,Gurugram,Tamil Nadu,Corporate
CUST000262,Priya Das,9280161299,Jodhpur,Tamil Nadu,Fleet
CUST000263,Vikram Nair,9499122253,Kochi,Tamil Nadu,1st owner
CUST000264,Ananya Reddy,9154779667,Raipur,Maharashtra,1st owner
CUST000265,Sneha Reddy,9703272119,Surat,Gujarat,1st owner
CUST000266,Ishita Verma,9414209124,Raipur,Rajasthan,1st owner
CUST000267,Kabir Jain,9138047853,Raipur,Gujarat,1st owner
CUST000268,Nisha Iyer,9378640157,Ahmedabad,Maharashtra,2nd owner
CUST000269,Aarav Iyer,9175303018,Vijayawada,Uttar Pradesh,Corporate
CUST000270,Meera Reddy,9424490228,Raipur,Uttar Pradesh,1st owner
CUST000271,Rahul Jain,9538282536,Varanasi,Rajasthan,1st owner
CUST000272,Sneha Das,9620687443,Varanasi,Karnataka,1st owner
CUST000273,Meera Singh,9411720774,Madurai,Uttar Pradesh,2nd owner
CUST000274,Karan Nair,9758283614,Mumbai,Madhya Pradesh,1st owner
CUST000275,Priya Iyer,9215117852,Madurai,Kerala,1st owner
CUST000276,Priya Nair,9572059598,Delhi,Haryana,1st owner
CUST000277,Sneha Gupta,9730303704,Varanasi,Chhattisgarh,2nd owner
CUST000278,Aarav Gupta,9499729484,Madurai,Rajasthan,1st owner
CUST000279,Aarav Verma,9451200939,Visakhapatnam,Uttar Pradesh,2nd owner
CUST000280,Karan Nair,9480337623,Visakhapatnam,Haryana,1st owner
CUST000281,Aarav Menon,9118937934,Ranchi,Chhattisgarh,2nd owner
CUST000282,Nisha Menon,9207792343,Guwahati,Gujarat,1st owner
CUST000283,Karan Menon,9244377081,Jodhpur,Andhra Pradesh,Fleet
CUST000284,Arjun Jain,9723636818,Mysuru,Rajasthan,2nd owner
CUST000285,Meera Sharma,9456673592,Surat,West Bengal,1st owner
CUST000286,Aarav Patel,9555191447,Jodhpur,Tamil Nadu,1st owner
CUST000287,Ananya Nair,9643436946,Vijayawada,Madhya Pradesh,1st owner
CUST000288,Priya Menon,9225498089,Ahmedabad,West Bengal,1st owner
CUST000289,Karan Patel,9665752848,Madurai,West Bengal,2nd owner
CUST000290,Karan Jain,9871012975,Visakhapatnam,Haryana,Corporate
CUST000291,Aditya Gupta,9904575940,Pune,West Bengal,2nd owner
CUST000292,Arjun Das,9413468092,Coimbatore,Assam,1st owner
CUST000293,Priya Singh,9977305475,Visakhapatnam,Maharashtra,1st owner
CUST000294,Arjun Nair,9475138551,Siliguri,Punjab,2nd owner
CUST000295,Rahul Das,9552274325,Ludhiana,Assam,Corporate
CUST000296,Ishita Iyer,9395924425,Ahmedabad,Chhattisgarh,1st owner
CUST000297,Rahul Menon,9293129684,Siliguri,Assam,1st owner
CUST000298,Aarav Patel,9243100120,Indore,Gujarat,1st owner
CUST000299,Rahul Patel,9554999045,Ranchi,Tamil Nadu,1st owner
CUST000300,Aarav Menon,9664247388,Ludhiana,Karnataka,1st owner
CUST000301,Rahul Iyer,9235480906,Lucknow,Karnataka,1st owner
CUST000302,Rohan Iyer,9800458378,Indore,Jharkhand,1st owner
CUST000303,Saanvi Iyer,9606777903,Mysuru,Assam,1st owner
CUST000304,Sneha Das,9584980269,Delhi,Tamil Nadu,1st owner
CUST000305,Kabir Singh,9723594906,Gurugram,Tamil Nadu,2nd owner
CUST000306,Rahul Singh,9310327954,Mumbai,Andhra Pradesh,1st owner
CUST000307,Ananya Sharma,9369952853,Pune,Uttar Pradesh,2nd owner
CUST000308,Rohan Das,9209292379,Lucknow,Jharkhand,1st owner
CUST000309,Priya Singh,9490512442,Raipur,Gujarat,1st owner
CUST000310,Ananya Patel,9426312315,Ahmedabad,West Bengal,Corporate
CUST000311,Saanvi Nair,9228473539,Chennai,Telangana,2nd owner
CUST000312,Sneha Gupta,9447090148,Siliguri,Uttar Pradesh,2nd owner
CUST000313,Vikram Verma,9754688949,Gurugram,Haryana,1st owner
CUST000314,Kabir Sharma,9705875704,Madurai,Maharashtra,1st owner
CUST000315,Pooja Khan,9364468050,Vijayawada,Andhra Pradesh,2nd owner
CUST000316,Ananya Patel,9916429200,Varanasi,Maharashtra,1st owner
CUST000317,Arjun Patel,9794775857,Mumbai,Gujarat,2nd owner
CUST000318,Sneha Jain,9244696743,Bhubaneswar,Maharashtra,1st owner
CUST000319,Nisha Jain,9755588451,Mysuru,Uttar Pradesh,2nd owner
CUST000320,Arjun Nair,9700254806,Mumbai,Jharkhand,2nd owner
CUST000321,Pooja Khan,9675953777,Lucknow,Uttar Pradesh,2nd owner
CUST000322,Ananya Singh,9601597915,Nagpur,Karnataka,1st owner
CUST000323,Sneha Reddy,9848093066,Jaipur,Maharashtra,1st owner
CUST000324,Nisha Das,9862994189,Jaipur,Gujarat,Fleet
CUST000325,Sneha Patel,9300304471,Visakhapatnam,Bihar,1st owner
CUST000326,Nisha Gupta,9973360121,Guwahati,Karnataka,1st owner
CUST000327,Kabir Gupta,9554951759,Varanasi,Odisha,1st owner
CUST000328,Nisha Reddy,9313986203,Chennai,Tamil Nadu,1st owner
CUST000329,Saanvi Patel,9283554013,Bengaluru,Haryana,1st owner
CUST000330,Karan Das,9196060587,Delhi,West Bengal,Fleet
CUST000331,Arjun Patel,9673973992,Patna,Chhattisgarh,1st owner
CUST000332,Nisha Khan,9917016638,Ranchi,Maharashtra,2nd owner
CUST000333,Rahul Nair,9914994790,Chennai,Haryana,1st owner
CUST000334,Pooja Menon,9910318953,Lucknow,Telangana,1st owner
CUST000335,Ananya Verma,9507665713,Guwahati,Assam,2nd owner
CUST000336,Saanvi Menon,9787951096,Madurai,Rajasthan,2nd owner
CUST000337,Arjun Singh,9843000473,Coimbatore,Maharashtra,1st owner
CUST000338,Ananya Verma,9946949766,Gurugram,Assam,1st owner
CUST000339,Aarav Menon,9779742842,Patna,Chhattisgarh,Fleet
CUST000340,Vikram Patel,9102105570,Nagpur,Karnataka,1st owner
CUST000341,Karan Verma,9593272654,Ranchi,Odisha,1st owner
CUST000342,Priya Reddy,9846096399,Madurai,West Bengal,1st owner
CUST000343,Aditya Nair,9117543380,Vijayawada,Bihar,2nd owner
CUST000344,Pooja Gupta,9372236048,Pune,Uttar Pradesh,1st owner
CUST000345,Rohan Das,9189488364,Madurai,Andhra Pradesh,1st owner
CUST000346,Saanvi Jain,9218340953,Raipur,Madhya Pradesh,2nd owner
CUST000347,Pooja Khan,9329883642,Visakhapatnam,Madhya Pradesh,2nd owner
CUST000348,Rohan Das,9191252563,Patna,Bihar,1st owner
CUST000349,Rohan Verma,9911600979,Bhopal,Delhi,1st owner
CUST000350,Rohan Iyer,9575407254,Guwahati,Andhra Pradesh,1st owner
CUST000351,Vikram Das,9522534340,Mysuru,Madhya Pradesh,1st owner
CUST000352,Rohan Reddy,9683824136,Indore,Odisha,1st owner
CUST000353,Aarav Iyer,9940822742,Pune,Tamil Nadu,2nd owner
CUST000354,Kabir Khan,9435672849,Ahmedabad,Maharashtra,Fleet
CUST000355,Rohan Jain,9250337756,Ludhiana,Madhya Pradesh,2nd owner
CUST000356,Arjun Khan,9243621962,Hyderabad,West Bengal,1st owner
CUST000357,Aarav Verma,9768159722,Visakhapatnam,Maharashtra,1st owner
CUST000358,Rohan Nair,9809931183,Ludhiana,Uttar Pradesh,1st owner
CUST000359,Karan Das,9324650561,Hyderabad,Karnataka,2nd owner
CUST000360,Arjun Gupta,9120648470,Bhubaneswar,Gujarat,Fleet
CUST000361,Meera Gupta,9874183636,Kochi,Jharkhand,2nd owner
CUST000362,Aarav Sharma,9950601599,Mumbai,Tamil Nadu,1st owner
CUST000363,Pooja Verma,9315268922,Delhi,Uttar Pradesh,1st owner
CUST000364,Nisha Das,9890933827,Nagpur,Telangana,2nd owner
CUST000365,Aditya Khan,9685326676,Patna,Delhi,1st owner
CUST000366,Vikram Patel,9572742907,Kochi,Rajasthan,1st owner
CUST000367,Aarav Sharma,9885145258,Coimbatore,Rajasthan,1st owner
CUST000368,Ishita Patel,9732302859,Gurugram,Gujarat,2nd owner
CUST000369,Sneha Patel,9461525359,Surat,Madhya Pradesh,1st owner
CUST000370,Ishita Sharma,9130599795,Vijayawada,Haryana,1st owner
CUST000371,Saanvi Singh,9936514740,Siliguri,Punjab,1st owner
CUST000372,Rohan Verma,9959687661,Pune,Uttar Pradesh,1st owner
